,ip,app,device,os,channel,click_time,attributed_time,is_attributed
989,72503,23,1,13,153,2017-11-06 16:00:01,,0
990,114235,24,2,20,105,2017-11-06 16:00:01,,0
991,204623,12,1,19,265,2017-11-06 16:00:01,,0
992,44458,15,2,3,245,2017-11-06 16:00:01,,0
993,66066,14,1,37,123,2017-11-06 16:00:01,,0
994,137159,2,1,13,364,2017-11-06 16:00:01,,0
995,82100,12,1,19,140,2017-11-06 16:00:01,,0
996,3084,12,1,19,140,2017-11-06 16:00:01,,0
997,47456,3,1,13,137,2017-11-06 16:00:01,,0
998,77065,6,1,10,459,2017-11-06 16:00:01,,0
999,27849,6,1,13,459,2017-11-06 16:00:01,,0
1000,81837,3,1,19,489,2017-11-06 16:00:01,,0
1001,103032,12,1,15,259,2017-11-06 16:00:01,,0
1002,44339,3,1,9,480,2017-11-06 16:00:01,,0
1003,71838,18,3032,607,107,2017-11-06 16:00:01,,0
1004,92673,2,1,19,435,2017-11-06 16:00:01,,0
1005,34958,1,1,13,439,2017-11-06 16:00:01,,0
1006,49694,3,1,41,205,2017-11-06 16:00:01,,0
1007,202433,13,1,18,477,2017-11-06 16:00:01,,0
1008,58072,12,1,17,265,2017-11-06 16:00:01,,0
1009,201182,3,1,19,442,2017-11-06 16:00:01,,0
1010,173535,2,1,19,477,2017-11-06 16:00:01,,0
1011,54039,18,1,19,107,2017-11-06 16:00:01,,0
1012,30888,9,1,2,234,2017-11-06 16:00:01,,0
1013,198043,3,1,19,424,2017-11-06 16:00:01,,0
1014,143872,20,1,26,259,2017-11-06 16:00:01,,0
1015,38944,8,1,19,145,2017-11-06 16:00:01,,0
1016,129136,47,1,19,484,2017-11-06 16:00:01,,0
1017,40317,9,1,13,442,2017-11-06 16:00:01,,0
1018,143872,24,1,26,105,2017-11-06 16:00:01,,0
1019,86114,3,1,1,137,2017-11-06 16:00:01,,0
1020,29342,20,2,56,259,2017-11-06 16:00:01,,0
1021,74803,26,1,6,121,2017-11-06 16:00:01,,0
1022,147595,9,1,17,215,2017-11-06 16:00:01,,0
1023,151977,12,1,19,205,2017-11-06 16:00:01,,0
1024,100929,14,1,28,489,2017-11-06 16:00:01,,0
1025,169640,12,1,19,245,2017-11-06 16:00:01,,0
1026,98606,2,1,3,469,2017-11-06 16:00:01,,0
1027,142025,3,1,18,409,2017-11-06 16:00:01,,0
1028,2821,18,1,17,134,2017-11-06 16:00:01,,0
1029,53454,18,1,13,121,2017-11-06 16:00:01,,0
1030,184771,1,1,10,137,2017-11-06 16:00:01,,0
1031,201182,1,1,19,153,2017-11-06 16:00:01,,0
1032,63228,9,1,15,442,2017-11-06 16:00:01,,0
1033,86767,64,1,16,459,2017-11-06 16:00:01,,0
1034,19869,11,1,6,481,2017-11-06 16:00:01,,0
1035,42041,2,1,18,122,2017-11-06 16:00:01,,0
1036,114904,2,1,19,205,2017-11-06 16:00:01,,0
1037,105485,2,1,19,205,2017-11-06 16:00:01,,0
1038,6269,23,1,8,153,2017-11-06 16:00:01,,0
1039,105292,2,1,19,205,2017-11-06 16:00:01,,0
1040,30246,3,1,25,424,2017-11-06 16:00:01,,0
1041,174192,15,2,13,245,2017-11-06 16:00:01,,0
1042,174192,18,2,13,121,2017-11-06 16:00:01,,0
1043,38944,15,1,19,140,2017-11-06 16:00:01,,0
1044,142284,12,1,3,178,2017-11-06 16:00:01,,0
1045,100275,9,1,23,244,2017-11-06 16:00:01,,0
1046,163950,18,1,19,121,2017-11-06 16:00:01,,0
1047,67658,23,1,9,153,2017-11-06 16:00:01,,0
1048,126331,15,1,19,315,2017-11-06 16:00:01,,0
1049,59124,3,1,19,280,2017-11-06 16:00:01,,0
1050,64141,9,1,17,215,2017-11-06 16:00:01,,0
1051,58669,8,1,8,145,2017-11-06 16:00:01,,0
1052,67695,6,1,19,459,2017-11-06 16:00:01,,0
1053,118625,15,1,26,245,2017-11-06 16:00:01,,0
1054,161112,3,1,6,205,2017-11-06 16:00:01,,0
1055,92873,3,1,1,379,2017-11-06 16:00:01,,0
1056,120075,3,1,17,280,2017-11-06 16:00:01,,0
1057,126850,14,1,13,463,2017-11-06 16:00:01,,0
1058,15488,26,1,13,266,2017-11-06 16:00:01,,0
1059,103019,15,1,13,3,2017-11-06 16:00:01,,0
1060,83311,9,1,19,442,2017-11-06 16:00:01,,0
1061,3084,1,1,19,153,2017-11-06 16:00:01,,0
1062,84610,12,1,13,328,2017-11-06 16:00:01,,0
1063,49515,8,1,10,145,2017-11-06 16:00:01,,0
1064,5200,8,1,19,145,2017-11-06 16:00:01,,0
1065,50374,27,1,13,153,2017-11-06 16:00:01,,0
1066,42013,2,1,15,477,2017-11-06 16:00:01,,0
1067,69819,18,1,6,134,2017-11-06 16:00:01,,0
1068,65427,18,1,13,107,2017-11-06 16:00:01,,0
1069,118625,12,1,26,245,2017-11-06 16:00:01,,0
1070,155689,20,1,15,259,2017-11-06 16:00:01,,0
1071,175837,15,2,10,245,2017-11-06 16:00:01,,0
1072,105587,12,1,19,245,2017-11-06 16:00:01,,0
1073,40317,3,1,13,417,2017-11-06 16:00:01,,0
1074,38684,11,1,18,325,2017-11-06 16:00:01,,0
1075,47455,15,1,19,140,2017-11-06 16:00:01,,0
1076,92673,15,1,19,130,2017-11-06 16:00:01,,0
1077,74068,3,1,46,280,2017-11-06 16:00:01,,0
1078,25152,15,1,19,379,2017-11-06 16:00:01,,0
1079,50646,12,1,19,265,2017-11-06 16:00:01,,0
1080,176341,13,1,19,477,2017-11-06 16:00:01,,0
1081,118625,18,1,26,121,2017-11-06 16:00:01,,0
1082,8286,25,1,19,259,2017-11-06 16:00:01,,0
1083,114612,18,1,13,107,2017-11-06 16:00:01,,0
1084,155689,24,1,15,105,2017-11-06 16:00:01,,0
1085,75722,18,1,13,107,2017-11-06 16:00:01,,0
1086,55853,3,1,6,409,2017-11-06 16:00:01,,0
1087,73516,18,1,1,107,2017-11-06 16:00:01,,0
1088,45478,15,1,18,3,2017-11-06 16:00:01,,0
1089,11053,12,1,13,178,2017-11-06 16:00:01,,0
1090,171396,12,1,9,245,2017-11-06 16:00:01,,0
1091,2748,18,1,16,121,2017-11-06 16:00:01,,0
1092,2180,15,1,41,3,2017-11-06 16:00:01,,0
1093,10482,22,1,19,116,2017-11-06 16:00:01,,0
1094,82100,9,1,19,258,2017-11-06 16:00:01,,0
1095,117574,18,1,19,107,2017-11-06 16:00:01,,0
1096,69020,26,1,19,266,2017-11-06 16:00:01,,0
1097,105323,2,1,13,205,2017-11-06 16:00:01,,0
1098,11467,12,1,18,326,2017-11-06 16:00:01,,0
1099,43706,12,1,19,265,2017-11-06 16:00:01,,0
1100,103698,3,1,13,19,2017-11-06 16:00:01,,0
1101,42041,14,1,18,442,2017-11-06 16:00:01,,0
1102,208566,15,1,11,245,2017-11-06 16:00:01,,0
1103,50397,12,1,3,242,2017-11-06 16:00:01,,0
1104,45641,14,1,13,379,2017-11-06 16:00:01,,0
1105,36213,6,1,18,459,2017-11-06 16:00:01,,0
1106,201465,12,1,53,328,2017-11-06 16:00:01,,0
1107,114904,2,1,19,477,2017-11-06 16:00:01,,0
1108,127559,3,1,13,280,2017-11-06 16:00:01,,0
1109,77266,2,1,17,477,2017-11-06 16:00:01,,0
1110,13746,2,1,13,477,2017-11-06 16:00:01,,0
1111,105475,2,1,13,469,2017-11-06 16:00:01,,0
1112,111120,15,1,17,265,2017-11-06 16:00:01,,0
1113,33588,3,1,107,402,2017-11-06 16:00:01,,0
1114,85150,15,1,19,245,2017-11-06 16:00:01,,0
1115,79857,11,1,1,481,2017-11-06 16:00:01,,0
1116,17873,3,1,13,442,2017-11-06 16:00:01,,0
1117,196362,8,2,9,145,2017-11-06 16:00:01,,0
1118,153289,18,1,6,134,2017-11-06 16:00:01,,0
1119,114235,9,1,13,215,2017-11-06 16:00:01,,0
1120,82002,2,1,17,477,2017-11-06 16:00:01,,0
1121,38215,18,1,37,107,2017-11-06 16:00:01,,0
1122,101459,8,1,19,145,2017-11-06 16:00:01,,0
1123,76953,15,1,13,265,2017-11-06 16:00:01,,0
1124,19670,2,1,19,477,2017-11-06 16:00:01,,0
1125,30404,15,1,28,245,2017-11-06 16:00:01,,0
1126,179957,15,1,27,245,2017-11-06 16:00:01,,0
1127,201182,28,1,18,135,2017-11-06 16:00:01,,0
1128,95766,18,1,13,107,2017-11-06 16:00:01,,0
1129,201465,2,1,53,212,2017-11-06 16:00:01,,0
1130,210571,12,1,27,205,2017-11-06 16:00:01,,0
1131,14080,3,1,8,489,2017-11-06 16:00:01,,0
1132,5348,2,1,19,219,2017-11-06 16:00:01,,0
1133,48240,12,1,6,245,2017-11-06 16:00:01,,0
1134,9496,15,1,37,430,2017-11-06 16:00:01,,0
1135,191863,1,1,27,134,2017-11-06 16:00:01,,0
1136,43793,12,1,18,245,2017-11-06 16:00:01,,0
1137,191851,2,1,13,477,2017-11-06 16:00:01,,0
1138,25152,3,1,19,480,2017-11-06 16:00:01,,0
1139,81786,21,1,17,128,2017-11-06 16:00:01,,0
1140,85150,12,1,19,245,2017-11-06 16:00:01,,0
1141,79881,3,1,41,442,2017-11-06 16:00:01,,0
1142,79881,14,1,41,463,2017-11-06 16:00:01,,0
1143,84644,12,1,13,259,2017-11-06 16:00:01,,0
1144,4019,2,1,41,435,2017-11-06 16:00:01,,0
1145,123852,15,1,13,315,2017-11-06 16:00:01,,0
1146,123908,13,1,10,469,2017-11-06 16:00:01,,0
1147,95177,12,1,15,245,2017-11-06 16:00:01,,0
1148,194881,15,1,4,245,2017-11-06 16:00:01,,0
1149,68048,15,1,16,245,2017-11-06 16:00:01,,0
1150,85121,18,1,20,107,2017-11-06 16:00:01,,0
1151,127351,18,1,9,107,2017-11-06 16:00:01,,0
1152,105160,3,1,15,19,2017-11-06 16:00:01,,0
1153,82002,12,1,17,259,2017-11-06 16:00:01,,0
1154,201926,26,1,19,121,2017-11-06 16:00:01,,0
1155,132755,24,1,25,105,2017-11-06 16:00:01,,0
1156,116779,1,1,8,150,2017-11-06 16:00:01,,0
1157,65928,15,1,19,245,2017-11-06 16:00:01,,0
1158,99769,15,1,19,315,2017-11-06 16:00:01,,0
1159,38944,8,1,19,145,2017-11-06 16:00:01,,0
1160,51464,12,1,13,328,2017-11-06 16:00:01,,0
1161,42041,15,1,13,245,2017-11-06 16:00:01,,0
1162,195791,11,1,16,487,2017-11-06 16:00:01,,0
1163,100869,18,1,16,439,2017-11-06 16:00:01,,0
1164,92348,2,1,8,364,2017-11-06 16:00:01,,0
1165,48571,20,1,13,259,2017-11-06 16:00:01,,0
1166,48571,24,1,13,105,2017-11-06 16:00:01,,0
1167,201182,3,1,12,480,2017-11-06 16:00:01,,0
1168,208996,20,1,19,259,2017-11-06 16:00:01,,0
1169,148719,8,1,19,140,2017-11-06 16:00:01,,0
1170,132755,20,1,25,259,2017-11-06 16:00:01,,0
1171,129667,9,1,19,258,2017-11-06 16:00:01,,0
1172,74803,3,1,6,489,2017-11-06 16:00:01,,0
1173,9492,15,1,19,245,2017-11-06 16:00:01,,0
1174,129136,1,1,19,24,2017-11-06 16:00:01,,0
1175,68453,6,1,13,459,2017-11-06 16:00:01,,0
1176,17149,151,0,0,347,2017-11-06 16:00:01,,0
1177,208669,13,1,19,477,2017-11-06 16:00:01,,0
1178,44279,3,1,9,19,2017-11-06 16:00:01,,0
1179,6360,12,1,17,135,2017-11-06 16:00:01,,0
1180,51495,9,1,13,215,2017-11-06 16:00:01,,0
1181,100579,9,1,25,234,2017-11-06 16:00:01,,0
1182,148721,3,1,22,280,2017-11-06 16:00:01,,0
1183,114617,18,1,19,107,2017-11-06 16:00:01,,0
1184,37489,2,1,13,477,2017-11-06 16:00:01,,0
1185,25818,14,1,17,349,2017-11-06 16:00:01,,0
1186,80487,8,1,25,145,2017-11-06 16:00:01,,0
1187,39306,15,1,13,130,2017-11-06 16:00:01,,0
1188,103832,12,1,25,259,2017-11-06 16:00:01,,0
1189,70334,15,1,17,245,2017-11-06 16:00:01,,0
1190,100929,3,1,28,480,2017-11-06 16:00:01,,0
1191,173282,2,1,19,219,2017-11-06 16:00:01,,0
1192,38751,18,3032,607,107,2017-11-06 16:00:01,,0
1193,18053,23,1,26,153,2017-11-06 16:00:01,,0
1194,3844,2,1,19,477,2017-11-06 16:00:01,,0
1195,145426,3,1,19,173,2017-11-06 16:00:01,,0
1196,190973,1,1,13,115,2017-11-06 16:00:01,,0
1197,82100,1,1,19,153,2017-11-06 16:00:01,,0
1198,43793,15,1,18,245,2017-11-06 16:00:01,,0
1199,9660,18,1,53,134,2017-11-06 16:00:01,,0
1200,92673,3,1,19,205,2017-11-06 16:00:01,,0
1201,100579,12,1,25,259,2017-11-06 16:00:01,,0
1202,165367,2,1,41,237,2017-11-06 16:00:01,,0
1203,96165,26,1,19,121,2017-11-06 16:00:01,,0
1204,65876,15,1,22,245,2017-11-06 16:00:01,,0
1205,47371,26,1,13,121,2017-11-06 16:00:01,,0
1206,17411,26,1,13,121,2017-11-06 16:00:01,,0
1207,109231,13,1,13,477,2017-11-06 16:00:01,,0
1208,44555,3,1,22,153,2017-11-06 16:00:01,,0
1209,73978,15,1,19,265,2017-11-06 16:00:01,,0
1210,40995,33,3032,607,347,2017-11-06 16:00:01,,0
1211,7384,3,1,13,130,2017-11-06 16:00:01,,0
1212,48240,15,1,6,245,2017-11-06 16:00:01,,0
1213,167895,15,1,20,245,2017-11-06 16:00:01,,0
1214,1890,3,1,28,19,2017-11-06 16:00:01,,0
1215,123663,3,1,10,137,2017-11-06 16:00:01,,0
1216,27083,21,1,19,128,2017-11-06 16:00:01,,0
1217,143507,28,1,22,135,2017-11-06 16:00:01,,0
1218,86607,12,1,19,245,2017-11-06 16:00:01,,0
1219,73516,3,1,13,153,2017-11-06 16:00:01,,0
1220,178851,12,1,13,328,2017-11-06 16:00:01,,0
1221,105475,15,1,19,140,2017-11-06 16:00:01,,0
1222,79827,64,1,19,459,2017-11-06 16:00:01,,0
1223,48886,27,1,19,153,2017-11-06 16:00:01,,0
1224,81753,26,1,18,121,2017-11-06 16:00:01,,0
1225,144384,24,1,19,105,2017-11-06 16:00:01,,0
1226,114235,15,1,16,245,2017-11-06 16:00:01,,0
1227,70563,13,1,607,400,2017-11-06 16:00:01,,0
1228,65876,12,1,22,245,2017-11-06 16:00:01,,0
1229,48646,3,1,19,280,2017-11-06 16:00:01,,0
1230,95177,15,1,15,245,2017-11-06 16:00:01,,0
1231,102194,15,1,20,245,2017-11-06 16:00:01,,0
1232,205306,18,1,19,107,2017-11-06 16:00:01,,0
1233,116014,33,3032,607,347,2017-11-06 16:00:01,,0
1234,144384,20,1,19,259,2017-11-06 16:00:01,,0
1235,76045,9,1,13,215,2017-11-06 16:00:01,,0
1236,47857,3,1,15,205,2017-11-06 16:00:01,,0
1237,109938,13,1,13,400,2017-11-06 16:00:01,,0
1238,48282,2,1,19,237,2017-11-06 16:00:01,,0
1239,29290,18,1,19,107,2017-11-06 16:00:01,,0
1240,95125,11,1,18,173,2017-11-06 16:00:01,,0
1241,88637,64,1,19,459,2017-11-06 16:00:01,,0
1242,48004,9,1,19,215,2017-11-06 16:00:01,,0
1243,125286,1,1,18,134,2017-11-06 16:00:01,,0
1244,85644,12,1,41,265,2017-11-06 16:00:01,,0
1245,123852,3,1,13,409,2017-11-06 16:00:01,,0
1246,28302,12,1,22,497,2017-11-06 16:00:01,,0
1247,75379,12,1,10,259,2017-11-06 16:00:01,,0
1248,73516,12,1,13,326,2017-11-06 16:00:01,,0
1249,208090,14,1,13,439,2017-11-06 16:00:01,,0
1250,111120,15,1,17,111,2017-11-06 16:00:01,,0
1251,99897,3,2,13,280,2017-11-06 16:00:01,,0
1252,52588,12,1,13,205,2017-11-06 16:00:01,,0
1253,139566,23,1,19,153,2017-11-06 16:00:01,,0
1254,160999,183,3032,607,347,2017-11-06 16:00:01,,0
1255,85107,14,1,10,379,2017-11-06 16:00:01,,0
1256,30331,17,1,25,280,2017-11-06 16:00:01,,0
1257,118475,3,1,14,137,2017-11-06 16:00:01,,0
1258,54258,21,1,6,128,2017-11-06 16:00:01,,0
1259,188653,12,1,41,328,2017-11-06 16:00:01,,0
1260,77379,11,1,19,319,2017-11-06 16:00:01,,0
1261,40317,3,1,13,115,2017-11-06 16:00:01,,0
1262,7283,12,1,13,245,2017-11-06 16:00:01,,0
1263,13073,15,1,13,245,2017-11-06 16:00:01,,0
1264,116098,14,1,13,134,2017-11-06 16:00:01,,0
1265,191341,15,1,13,245,2017-11-06 16:00:01,,0
1266,66272,21,1,17,128,2017-11-06 16:00:01,,0
1267,153926,12,1,18,245,2017-11-06 16:00:01,,0
1268,4052,5,1,20,377,2017-11-06 16:00:01,,0
1269,144131,68,3032,607,347,2017-11-06 16:00:01,,0
1270,64345,2,1,4,122,2017-11-06 16:00:01,,0
1271,181489,18,1,19,107,2017-11-06 16:00:01,,0
1272,6360,9,1,17,232,2017-11-06 16:00:01,,0
1273,199542,18,1,19,107,2017-11-06 16:00:01,,0
1274,54125,18,1,36,107,2017-11-06 16:00:01,,0
1275,208566,12,1,11,245,2017-11-06 16:00:01,,0
1276,96865,24,1,13,105,2017-11-06 16:00:01,,0
1277,95111,8,2,9,145,2017-11-06 16:00:01,,0
1278,96865,20,1,13,259,2017-11-06 16:00:01,,0
1279,31303,18,1,13,439,2017-11-06 16:00:01,,0
1280,13073,3,1,13,211,2017-11-06 16:00:01,,0
1281,111120,15,1,17,315,2017-11-06 16:00:01,,0
1282,4951,3,1,19,137,2017-11-06 16:00:01,,0
1283,182500,18,1,22,134,2017-11-06 16:00:01,,0
1284,102614,3,1,1,137,2017-11-06 16:00:01,,0
1285,126850,15,1,13,278,2017-11-06 16:00:01,,0
1286,73516,14,1,19,349,2017-11-06 16:00:01,,0
1287,68048,3,1,16,452,2017-11-06 16:00:01,,0
1288,63431,12,1,8,259,2017-11-06 16:00:01,,0
1289,188653,2,1,41,212,2017-11-06 16:00:01,,0
1290,69088,12,1,19,328,2017-11-06 16:00:01,,0
1291,119369,18,1,19,439,2017-11-06 16:00:01,,0
1292,8286,9,1,19,442,2017-11-06 16:00:01,,0
1293,33250,2,1,15,435,2017-11-06 16:00:01,,0
1294,119934,12,1,20,245,2017-11-06 16:00:01,,0
1295,73487,12,2,13,259,2017-11-06 16:00:01,,0
1296,73825,10,1,19,113,2017-11-06 16:00:01,,0
1297,6360,2,1,17,243,2017-11-06 16:00:01,,0
1298,69823,24,1,19,105,2017-11-06 16:00:01,,0
1299,63144,18,1,8,107,2017-11-06 16:00:01,,0
1300,105782,2,1,15,364,2017-11-06 16:00:01,,0
1301,86767,12,1,16,265,2017-11-06 16:00:01,,0
1302,109938,12,1,13,140,2017-11-06 16:00:01,,0
1303,69899,18,1,13,121,2017-11-06 16:00:01,,0
1304,84644,2,1,13,477,2017-11-06 16:00:01,,0
1305,118534,20,1,40,259,2017-11-06 16:00:01,,0
1306,118512,24,1,40,105,2017-11-06 16:00:01,,0
1307,76217,21,1,1,128,2017-11-06 16:00:01,,0
1308,84250,182,1,57,224,2017-11-06 16:00:01,,0
1309,129136,15,1,19,138,2017-11-06 16:00:01,,0
1310,39756,3,2,18,211,2017-11-06 16:00:01,,0
1311,98033,3,1,12,280,2017-11-06 16:00:01,,0
1312,109393,24,1,32,105,2017-11-06 16:00:01,,0
1313,52557,6,1,19,459,2017-11-06 16:00:01,,0
1314,116425,2,1,19,364,2017-11-06 16:00:01,,0
1315,76217,9,1,1,215,2017-11-06 16:00:01,,0
1316,181341,3,1,19,424,2017-11-06 16:00:01,,0
1317,48004,21,1,19,128,2017-11-06 16:00:01,,0
1318,67776,27,1,13,122,2017-11-06 16:00:01,,0
1319,92766,21,2,19,128,2017-11-06 16:00:01,,0
1320,42799,2,1,17,477,2017-11-06 16:00:01,,0
1321,48383,12,1,19,409,2017-11-06 16:00:01,,0
1322,71421,14,1,13,379,2017-11-06 16:00:01,,0
1323,75007,2,1,3,219,2017-11-06 16:00:01,,0
1324,88212,20,1,19,478,2017-11-06 16:00:01,,0
1325,64238,12,1,17,245,2017-11-06 16:00:01,,0
1326,6414,9,1,6,445,2017-11-06 16:00:01,,0
1327,92712,19,737,29,213,2017-11-06 16:00:01,,0
1328,69823,20,1,19,259,2017-11-06 16:00:01,,0
1329,19475,14,1,15,463,2017-11-06 16:00:01,,0
1330,69088,2,1,19,212,2017-11-06 16:00:01,,0
1331,123984,12,2,13,178,2017-11-06 16:00:01,,0
1332,65863,2,1,35,477,2017-11-06 16:00:01,,0
1333,66507,15,1,19,130,2017-11-06 16:00:01,,0
1334,129667,12,1,19,140,2017-11-06 16:00:01,,0
1335,114617,23,1,19,153,2017-11-06 16:00:01,,0
1336,145426,2,1,19,452,2017-11-06 16:00:01,,0
1337,39782,9,2,13,244,2017-11-06 16:00:01,,0
1338,73516,9,1,3,215,2017-11-06 16:00:01,,0
1339,127184,12,1,13,328,2017-11-06 16:00:01,,0
1340,199205,18,1,13,121,2017-11-06 16:00:01,,0
1341,111904,12,1,25,178,2017-11-06 16:00:01,,0
1342,24905,26,1,13,121,2017-11-06 16:00:01,,0
1343,208996,24,1,19,105,2017-11-06 16:00:01,,0
1344,172209,2,1,14,477,2017-11-06 16:00:01,,0
1345,100393,18,1,13,107,2017-11-06 16:00:01,,0
1346,11053,3,1,13,280,2017-11-06 16:00:01,,0
1347,71238,3,1,19,452,2017-11-06 16:00:01,,0
1348,85065,3,1,19,280,2017-11-06 16:00:01,,0
1349,98198,15,1,46,245,2017-11-06 16:00:01,,0
1350,153926,15,1,18,245,2017-11-06 16:00:01,,0
1351,50223,15,1,19,245,2017-11-06 16:00:01,,0
1352,50223,12,1,19,245,2017-11-06 16:00:01,,0
1353,172352,3,1,13,130,2017-11-06 16:00:01,,0
1354,120195,18,1,16,121,2017-11-06 16:00:01,,0
1355,120818,15,1,15,245,2017-11-06 16:00:01,,0
1356,187169,9,1,13,466,2017-11-06 16:00:01,,0
1357,38773,11,1,16,319,2017-11-06 16:00:01,,0
1358,145952,14,1,13,480,2017-11-06 16:00:01,,0
1359,118625,15,1,8,245,2017-11-06 16:00:01,,0
1360,33947,27,1,11,122,2017-11-06 16:00:01,,0
1361,201182,23,1,17,153,2017-11-06 16:00:01,,0
1362,166201,28,1,19,135,2017-11-06 16:00:01,,0
1363,139797,12,1,3,259,2017-11-06 16:00:01,,0
1364,116425,2,1,9,364,2017-11-06 16:00:01,,0
1365,54524,2,1,8,205,2017-11-06 16:00:01,,0
1366,42041,3,1,13,211,2017-11-06 16:00:01,,0
1367,157830,2,1,8,477,2017-11-06 16:00:01,,0
1368,70334,12,1,17,245,2017-11-06 16:00:01,,0
1369,95223,21,1,23,128,2017-11-06 16:00:01,,0
1370,82002,9,1,17,234,2017-11-06 16:00:01,,0
1371,45265,2,1,19,205,2017-11-06 16:00:01,,0
1372,31413,3,1,49,205,2017-11-06 16:00:01,,0
1373,75617,15,1,13,245,2017-11-06 16:00:01,,0
1374,79769,13,1,9,477,2017-11-06 16:00:01,,0
1375,58884,2,1,37,236,2017-11-06 16:00:01,,0
1376,94020,2,1,17,435,2017-11-06 16:00:01,,0
1377,127184,2,1,13,212,2017-11-06 16:00:01,,0
1378,174538,12,1,19,259,2017-11-06 16:00:01,,0
1379,120818,12,1,15,245,2017-11-06 16:00:01,,0
1380,172352,15,1,13,245,2017-11-06 16:00:01,,0
1381,197735,12,1,22,481,2017-11-06 16:00:01,,0
1382,133840,26,1,17,266,2017-11-06 16:00:01,,0
1383,83432,15,1,6,245,2017-11-06 16:00:01,,0
1384,100929,15,1,28,386,2017-11-06 16:00:01,,0
1385,208697,6,1,18,125,2017-11-06 16:00:01,,0
1386,179957,12,1,27,245,2017-11-06 16:00:01,,0
1387,65928,12,1,19,245,2017-11-06 16:00:01,,0
1388,26810,12,1,19,259,2017-11-06 16:00:01,,0
1389,29748,18,1,10,376,2017-11-06 16:00:01,,0
1390,73487,9,2,13,234,2017-11-06 16:00:01,,0
1391,192012,2,1,19,219,2017-11-06 16:00:01,,0
1392,128782,14,1,17,463,2017-11-06 16:00:01,,0
1393,17149,3,1,13,211,2017-11-06 16:00:01,,0
1394,147784,3,1,53,137,2017-11-06 16:00:01,,0
1395,57559,14,1,20,123,2017-11-06 16:00:01,,0
1396,36407,3,1,12,211,2017-11-06 16:00:01,,0
1397,124678,15,1,10,245,2017-11-06 16:00:01,,0
1398,67254,9,1,13,215,2017-11-06 16:00:01,,0
1399,59395,2,1,19,435,2017-11-06 16:00:01,,0
1400,18124,6,1,19,459,2017-11-06 16:00:01,,0
1401,36407,15,1,12,245,2017-11-06 16:00:01,,0
1402,64238,15,1,17,245,2017-11-06 16:00:01,,0
1403,137052,2,1,19,237,2017-11-06 16:00:01,,0
1404,69605,9,1,17,232,2017-11-06 16:00:01,,0
1405,64238,18,1,17,121,2017-11-06 16:00:01,,0
1406,162475,18,1,13,134,2017-11-06 16:00:01,,0
1407,7283,15,1,13,245,2017-11-06 16:00:01,,0
1408,38959,15,1,12,245,2017-11-06 16:00:01,,0
1409,185670,15,2,36,245,2017-11-06 16:00:01,,0
1410,14290,2,1,9,435,2017-11-06 16:00:01,,0
1411,114526,15,1,37,245,2017-11-06 16:00:01,,0
1412,119089,29,1,13,343,2017-11-06 16:00:01,,0
1413,51315,20,1,16,259,2017-11-06 16:00:01,,0
1414,188206,29,1,13,343,2017-11-06 16:00:01,,0
1415,30404,12,1,28,245,2017-11-06 16:00:01,,0
1416,61955,2,1,19,477,2017-11-06 16:00:01,,0
1417,93057,12,1,17,259,2017-11-06 16:00:01,,0
1418,116366,9,1,19,215,2017-11-06 16:00:01,,0
1419,51315,24,1,16,105,2017-11-06 16:00:01,,0
1420,106680,17,1,14,280,2017-11-06 16:00:02,,0
1421,75980,23,1,3,153,2017-11-06 16:00:02,,0
1422,9324,12,1,39,259,2017-11-06 16:00:02,,0
1423,68757,3,1,19,130,2017-11-06 16:00:02,,0
1424,17029,15,1,19,265,2017-11-06 16:00:02,,0
1425,107173,15,1,25,386,2017-11-06 16:00:02,,0
1426,32612,18,1,19,107,2017-11-06 16:00:02,,0
1427,50979,2,1,32,364,2017-11-06 16:00:02,,0
1428,162427,3,1,18,424,2017-11-06 16:00:02,,0
1429,205263,15,1,8,315,2017-11-06 16:00:02,,0
1430,154373,12,1,18,328,2017-11-06 16:00:02,,0
1431,55615,3,1,19,424,2017-11-06 16:00:02,,0
1432,147113,18,1,18,121,2017-11-06 16:00:02,,0
1433,193591,3,1,13,280,2017-11-06 16:00:02,,0
1434,105560,18,3032,607,107,2017-11-06 16:00:02,,0
1435,5503,23,1,13,153,2017-11-06 16:00:02,,0
1436,4220,3,1,13,409,2017-11-06 16:00:02,,0
1437,32600,2,1,13,212,2017-11-06 16:00:02,,0
1438,97744,18,1,7,121,2017-11-06 16:00:02,,0
1439,181639,11,1,37,469,2017-11-06 16:00:02,,0
1440,126483,12,1,19,265,2017-11-06 16:00:02,,0
1441,38630,12,1,13,178,2017-11-06 16:00:02,,0
1442,112333,23,1,17,153,2017-11-06 16:00:02,,0
1443,116677,18,3032,607,107,2017-11-06 16:00:02,,0
1444,104698,13,1,30,400,2017-11-06 16:00:02,,0
1445,18390,64,1,23,459,2017-11-06 16:00:02,,0
1446,121359,11,1,18,122,2017-11-06 16:00:02,,0
1447,60655,18,1,13,121,2017-11-06 16:00:02,,0
1448,61934,6,1,17,459,2017-11-06 16:00:02,,0
1449,184696,3,1,6,280,2017-11-06 16:00:02,,0
1450,61968,3,1,22,137,2017-11-06 16:00:02,,0
1451,164071,22,1,37,116,2017-11-06 16:00:02,,0
1452,166622,12,1,18,265,2017-11-06 16:00:02,,0
1453,124198,12,1,8,245,2017-11-06 16:00:02,,0
